CampaignID,StartDate,EndDate,Channel,Impressions,Clicks,Leads,Conversions,Cost_USD,Revenue_USD,ROI,Campaign_Duration,CPC,CPL,Conversion_Rate
CAMP00181,2025-12-25,2026-01-06,Social,270111,12973,5709,1790,4339.29,9297.34,1.14,12,0.3344862406536653,0.7600788229111929,13.797887921066831
CAMP00182,2025-07-17,2025-07-31,Influencer,42018,679,271,107,2587.89,5771.05,1.23,14,3.811325478645066,9.549409594095941,15.758468335787922
CAMP00183,2025-05-17,2025-05-29,Email,188758,16786,8339,4481,794.93,2079.01,1.62,12,0.047356725842964374,0.09532677779110205,26.694864768259265
CAMP00184,2025-11-14,2025-11-20,Search,73774,4558,1629,813,1851.49,3392.27,0.83,6,0.4062066695919263,1.1365807243707797,17.836770513383062
CAMP00185,2025-06-14,2025-06-22,Email,144585,9852,2179,508,4721.59,13369.18,1.83,8,0.47925192854242793,2.1668609453877927,5.156313438895656
CAMP00186,2025-08-13,2025-08-27,Influencer,253319,9118,2910,1217,2802.29,4878.24,0.74,14,0.30733603860495723,0.9629862542955326,13.347225268699276
CAMP00187,2025-11-03,2025-11-08,Email,232414,7047,3365,1847,279.99,331.28,0.18,5,0.03973180076628353,0.08320653789004458,26.209734638853412
CAMP00188,2025-08-22,2025-08-30,Search,72104,5314,1916,825,383.44,680.04,0.77,8,0.07215656755739557,0.20012526096033403,15.52502822732405
CAMP00189,2025-06-21,2025-07-06,Email,113818,8017,3628,819,1254.84,2023.47,0.61,15,0.15652238992141698,0.34587651598676955,10.215791443183235
CAMP00190,2025-06-01,2025-06-09,Search,101396,2133,232,122,3144.49,5952.1,0.89,8,1.4742100328176277,13.55383620689655,5.719643694327239
CAMP00191,2025-11-11,2025-11-25,Email,182887,5756,1426,802,1301.78,1821.38,0.4,14,0.22616052814454482,0.9128892005610098,13.93328700486449
CAMP00192,2025-06-09,2025-06-22,Email,9720,925,438,155,4265.56,7424.98,0.74,13,4.611416216216217,9.738721461187216,16.756756756756758
CAMP00193,2025-04-06,2025-04-13,Search,45725,1709,197,63,3184.17,8828.06,1.77,7,1.8631772966647162,16.163299492385786,3.6863662960795787
CAMP00194,2025-08-21,2025-08-27,Email,217691,2683,825,344,1573.58,3626.96,1.3,6,0.5865001863585538,1.907369696969697,12.821468505404399
CAMP00195,2025-06-29,2025-07-12,Social,209543,3298,786,466,2030.28,2834.76,0.4,13,0.6156094602789569,2.5830534351145036,14.129775621588841
CAMP00196,2025-04-23,2025-05-06,Display,297173,23712,8500,4547,1938.76,2143.78,0.11,13,0.08176282051282051,0.22808941176470587,19.175944669365723
CAMP00197,2025-11-14,2025-11-19,Social,293729,22953,3784,1984,1639.5,2349.92,0.43,5,0.07142857142857142,0.43327167019027485,8.643750272295561
CAMP00198,2025-02-21,2025-03-03,Display,63271,2806,1013,280,3186.44,5794.02,0.82,10,1.1355808980755524,3.145547877591313,9.978617248752673
CAMP00199,2025-09-25,2025-10-09,Social,159970,3805,1890,1054,1088.2,1887.23,0.73,14,0.28599211563731936,0.5757671957671958,27.700394218134033
CAMP00200,2025-10-22,2025-11-03,Display,290593,15933,3321,1402,1531.34,4129.98,1.7,12,0.09611121571580995,0.46110809996988855,8.79934726667922
CAMP00201,2025-04-23,2025-04-30,Email,40308,1607,457,259,517.66,1124.33,1.17,7,0.32212818917237085,1.1327352297592996,16.11698817672682
CAMP00202,2025-04-11,2025-04-26,Search,296203,12931,1446,666,1942.58,5215.78,1.68,15,0.15022658727089938,1.3434163208852006,5.150413734436625
CAMP00203,2025-04-23,2025-05-06,Search,161520,5409,1480,789,415.48,1245.51,2.0,13,0.0768127195415049,0.28072972972972976,14.586799778147533
CAMP00204,2025-03-22,2025-03-28,Influencer,139058,2177,571,152,187.74,296.76,0.58,6,0.0862379421221865,0.32879159369527144,6.982085438677078
CAMP00205,2025-07-06,2025-07-16,Display,258981,21030,6853,3307,3265.3,6383.37,0.95,10,0.15526866381359963,0.4764774551291405,15.725154541131717
CAMP00206,2025-04-23,2025-04-28,Influencer,57934,3802,770,233,896.03,2160.42,1.41,5,0.23567332982640715,1.1636753246753246,6.128353498158864
CAMP00207,2025-01-02,2025-01-13,Influencer,142557,12134,2808,751,272.47,551.35,1.02,11,0.022455084885445856,0.09703347578347579,6.189220372507005
CAMP00208,2025-05-10,2025-05-17,Display,232112,12833,4414,1896,434.83,719.05,0.65,7,0.03388373723992831,0.0985115541458994,14.77440972492792
CAMP00209,2025-08-08,2025-08-19,Search,260920,25739,11927,5260,1076.13,2832.82,1.63,11,0.04180931660126656,0.09022637712752579,20.435914371187692
CAMP00210,2025-02-23,2025-03-03,Display,123156,11900,2309,914,3632.32,10115.49,1.78,8,0.30523697478991596,1.5731139021221308,7.680672268907562
CAMP00211,2025-12-09,2025-12-22,Email,278916,9611,3565,839,158.13,246.12,0.56,13,0.0164530225782957,0.0443562412342216,8.72958068879409
CAMP00212,2025-08-12,2025-08-21,Influencer,148603,6661,2061,613,3659.95,5720.19,0.56,9,0.5494595406095181,1.7758127122755942,9.202822399039183
CAMP00213,2025-08-13,2025-08-20,Influencer,62564,4863,689,202,3025.58,6459.29,1.13,7,0.6221632736993625,4.391262699564586,4.153814517787374
CAMP00214,2025-05-06,2025-05-18,Display,256035,20455,6671,2171,2618.16,6893.03,1.63,12,0.12799608897580053,0.3924688952181082,10.613541921290638
CAMP00215,2025-05-10,2025-05-20,Influencer,43635,4012,1538,693,4555.49,9292.51,1.04,10,1.1354661016949152,2.961957087126138,17.273180458624125
CAMP00216,2025-02-22,2025-02-28,Search,158972,10927,3707,1390,4164.98,4665.19,0.12,6,0.3811640889539672,1.1235446452657134,12.72078338061682
CAMP00217,2025-06-21,2025-06-28,Influencer,42394,2236,316,185,2151.98,3421.67,0.59,7,0.9624239713774597,6.81006329113924,8.273703041144902
CAMP00218,2025-08-06,2025-08-18,Display,40030,1760,777,160,132.83,266.42,1.01,12,0.07547159090909092,0.17095238095238097,9.090909090909092
CAMP00219,2025-06-09,2025-06-23,Search,151631,7236,842,241,3581.82,8859.16,1.47,14,0.495,4.2539429928741095,3.330569375345495
CAMP00220,2025-07-17,2025-07-28,Search,213920,18511,3598,1544,333.86,851.31,1.55,11,0.01803576251958295,0.0927904391328516,8.340986440494842
CAMP00221,2025-09-04,2025-09-18,Influencer,265706,26092,9035,4984,1462.46,3662.9,1.5,14,0.056050130308140426,0.16186607636967348,19.101640349532424
CAMP00222,2025-11-20,2025-11-30,Display,128652,1887,353,75,2515.87,2993.0,0.19,10,1.3332644409114998,7.127110481586402,3.97456279809221
CAMP00223,2025-07-22,2025-07-27,Influencer,184453,11477,1615,893,586.77,1309.67,1.23,5,0.05112572972031018,0.3633250773993808,7.7807789492027535
CAMP00224,2025-07-03,2025-07-16,Email,209819,11918,3632,1463,3428.43,6345.57,0.85,13,0.2876682329249874,0.9439509911894273,12.27554958885719
CAMP00225,2025-05-03,2025-05-10,Email,18515,811,315,161,1674.71,2724.83,0.63,7,2.0649938347718866,5.316539682539682,19.852034525277436
CAMP00226,2025-09-12,2025-09-21,Search,152407,13204,3489,2021,1872.14,4970.94,1.66,9,0.14178582247803698,0.5365835482946403,15.305967888518632
CAMP00227,2025-10-21,2025-11-01,Influencer,63724,3939,1494,427,3276.79,5625.43,0.72,11,0.8318837268342218,2.1932998661311913,10.840314800710841
CAMP00228,2025-10-07,2025-10-18,Email,269319,10282,4567,1987,2051.39,2800.21,0.37,11,0.19951274071192374,0.4491767024304795,19.325034040070026
CAMP00229,2025-11-21,2025-11-28,Social,7405,370,178,98,1200.39,2870.7,1.39,7,3.2442972972972974,6.743764044943821,26.486486486486488
CAMP00230,2025-04-08,2025-04-16,Email,57515,2422,468,251,966.11,1227.94,0.27,8,0.3988893476465731,2.064337606837607,10.363336085879439
CAMP00231,2025-07-17,2025-07-31,Influencer,12341,601,205,83,3647.81,5791.86,0.59,14,6.069567387687188,17.79419512195122,13.810316139767053
CAMP00232,2025-08-28,2025-09-08,Influencer,160356,2632,544,315,3777.87,7136.02,0.89,11,1.4353609422492402,6.944613970588235,11.96808510638298
CAMP00233,2025-05-24,2025-06-05,Email,164074,3293,1476,713,1058.93,1358.97,0.28,12,0.3215699969632554,0.7174322493224933,21.651989067719406
CAMP00234,2025-04-07,2025-04-13,Influencer,227064,15016,6849,2805,1663.13,2618.85,0.57,6,0.11075719232818328,0.24282815009490438,18.680074587107086
CAMP00235,2025-07-20,2025-08-02,Influencer,96796,6927,1585,353,4787.38,10930.65,1.28,13,0.6911188104518551,3.020429022082019,5.096001154901112
CAMP00236,2025-05-04,2025-05-15,Social,86499,5821,2084,823,4922.72,10410.62,1.11,11,0.8456828723587013,2.3621497120921306,14.138464181412127
CAMP00237,2025-07-06,2025-07-18,Search,155013,12195,5549,2046,2968.01,7979.67,1.69,12,0.24337925379253794,0.5348729500810957,16.77736777367774
CAMP00238,2025-11-22,2025-12-02,Influencer,285570,27105,8222,2648,3809.03,4882.34,0.28,10,0.14052868474451208,0.4632729262953053,9.769415237041136
CAMP00239,2025-12-15,2025-12-25,Display,202386,17699,6870,3965,3766.44,10273.81,1.73,10,0.21280524323408104,0.5482445414847161,22.402395615571503
CAMP00240,2025-09-16,2025-09-29,Search,40927,1950,819,467,2038.25,2346.51,0.15,13,1.0452564102564104,2.4887057387057387,23.94871794871795
CAMP00241,2025-05-28,2025-06-05,Search,11395,337,151,50,337.3,838.81,1.49,8,1.0008902077151336,2.233774834437086,14.836795252225517
CAMP00242,2025-09-09,2025-09-24,Display,236122,8988,2751,1029,3729.45,5272.67,0.41,15,0.4149365821094793,1.3556706652126498,11.448598130841122
CAMP00243,2025-12-12,2025-12-27,Email,142046,8934,4259,2132,765.29,2147.55,1.81,15,0.08566039847772554,0.17968772012209439,23.863890754421313
CAMP00244,2025-05-27,2025-06-05,Social,272294,23705,8334,4450,1523.44,1650.07,0.08,9,0.06426661041974267,0.18279817614590835,18.772410883779795
CAMP00245,2025-05-28,2025-06-10,Influencer,82668,6047,971,236,1646.16,3556.5,1.16,13,0.272227550851662,1.6953244078269827,3.9027617000165367
CAMP00246,2025-12-18,2025-12-23,Email,54572,3212,1108,439,1810.55,1856.99,0.03,5,0.5636830635118306,1.6340703971119133,13.667496886674968
CAMP00247,2025-07-18,2025-07-26,Display,178883,11478,2518,1424,2381.84,5888.1,1.47,8,0.20751350409479005,0.9459253375694997,12.406342568391706
CAMP00248,2025-11-04,2025-11-15,Social,89028,5122,1274,593,2557.89,2730.5,0.07,11,0.49939281530652085,2.0077629513343798,11.577508785630613
CAMP00249,2025-05-08,2025-05-23,Social,239050,23294,9866,4115,2469.27,6060.35,1.45,15,0.10600455052803297,0.2502807622136631,17.66549326006697
CAMP00250,2025-02-08,2025-02-21,Social,59497,4964,2429,1183,897.97,2350.03,1.62,13,0.18089645447219985,0.3696871140386991,23.831587429492345
CAMP00251,2025-12-04,2025-12-19,Display,107300,8617,3859,1792,3279.13,9152.23,1.79,15,0.38054195195543694,0.8497356828193833,20.796100731112915
CAMP00252,2025-12-26,2026-01-09,Email,27466,1553,357,205,3972.11,6827.4,0.72,14,2.557701223438506,11.126358543417368,13.200257566001289
CAMP00253,2025-05-09,2025-05-19,Influencer,14550,580,163,92,2362.53,4925.99,1.09,10,4.073327586206897,14.494049079754603,15.862068965517242
CAMP00254,2025-09-24,2025-10-06,Social,40394,474,233,83,4207.77,10380.81,1.47,12,8.877151898734178,18.059098712446353,17.51054852320675
CAMP00255,2025-05-31,2025-06-13,Social,197622,2748,1289,274,2276.86,6014.25,1.64,13,0.8285516739446871,1.766377036462374,9.970887918486172
CAMP00256,2025-10-25,2025-11-08,Email,145559,1851,908,302,2884.76,7401.39,1.57,14,1.5584873041599137,3.17704845814978,16.315505132360887
CAMP00257,2025-04-09,2025-04-17,Social,60084,5902,1612,453,440.79,1188.2,1.7,8,0.07468485259234159,0.27344292803970227,7.675364283293799
CAMP00258,2025-09-20,2025-09-25,Social,167003,3390,1424,359,819.54,2290.85,1.8,5,0.24175221238938052,0.5755196629213483,10.589970501474927
CAMP00259,2025-09-09,2025-09-21,Display,84220,1919,860,477,3859.93,8880.3,1.3,12,2.0114278269932258,4.488290697674419,24.85669619593538
CAMP00260,2025-05-24,2025-05-30,Search,228356,12233,1439,696,1320.97,1780.61,0.35,6,0.10798414125725497,0.9179777623349549,5.68952832502248
CAMP00261,2025-12-12,2025-12-27,Email,16366,872,180,38,559.5,1492.17,1.67,15,0.6416284403669725,3.1083333333333334,4.3577981651376145
CAMP00262,2025-04-22,2025-04-27,Email,254824,23647,10721,6088,2884.41,5557.03,0.93,5,0.12197784074089736,0.26904299972017537,25.745337674969342
CAMP00263,2025-03-01,2025-03-12,Email,125525,2085,532,298,562.52,619.5,0.1,11,0.2697937649880096,1.0573684210526315,14.292565947242206
CAMP00264,2025-01-02,2025-01-16,Display,167935,16147,3414,1979,3451.96,7774.38,1.25,14,0.21378336533102124,1.0111189220855301,12.25614665262897
CAMP00265,2025-10-31,2025-11-13,Display,164401,4845,1012,538,3476.96,8535.74,1.45,13,0.7176388028895769,3.435731225296443,11.10423116615067
CAMP00266,2025-09-11,2025-09-26,Influencer,68818,6696,1675,387,2319.98,4444.42,0.92,15,0.3464725209080048,1.3850626865671642,5.779569892473118
CAMP00267,2025-05-20,2025-06-02,Display,228133,13395,2646,1188,3460.26,6966.67,1.01,13,0.2583247480403136,1.307732426303855,8.868980963045912
CAMP00268,2025-02-06,2025-02-13,Email,237756,16329,1654,385,4016.93,8435.38,1.1,7,0.24599975503705063,2.4286154776299878,2.3577683875313857
CAMP00269,2025-06-09,2025-06-19,Influencer,240065,9222,1558,756,1068.61,1608.26,0.51,10,0.11587616569073952,0.6858857509627727,8.197787898503577
CAMP00270,2025-01-09,2025-01-20,Search,177443,11545,5230,1458,3282.71,5738.07,0.75,11,0.28434040710264186,0.6276692160611855,12.628843655262017
CAMP00271,2025-08-21,2025-09-04,Social,176313,13042,1698,975,3492.5,9128.6,1.61,14,0.26778868271737466,2.056831566548881,7.475847262689772
CAMP00272,2025-04-09,2025-04-22,Social,6676,72,19,10,1052.81,1115.79,0.06,13,14.622361111111111,55.41105263157895,13.88888888888889
CAMP00273,2025-05-27,2025-06-02,Influencer,111094,1453,410,179,3661.7,7740.09,1.11,6,2.5200963523743978,8.930975609756096,12.31933929800413
CAMP00274,2025-10-31,2025-11-12,Search,31222,3084,1268,635,3625.78,3856.25,0.06,12,1.1756744487678341,2.859447949526814,20.590142671854732
CAMP00275,2025-07-27,2025-08-07,Social,197375,10101,2030,1102,870.54,1221.61,0.4,11,0.08618354618354618,0.4288374384236453,10.90981090981091
CAMP00276,2025-05-11,2025-05-19,Influencer,280520,26431,5916,2104,1655.4,2889.98,0.75,8,0.06263100147554009,0.27981744421906696,7.960349589497182
CAMP00277,2025-06-01,2025-06-07,Display,14431,1092,115,49,4711.65,6468.51,0.37,6,4.314697802197802,40.97086956521739,4.487179487179487
CAMP00278,2025-02-23,2025-03-07,Email,138009,6012,2772,749,448.6,1209.89,1.7,12,0.07461743180306055,0.16183261183261183,12.458416500332667
CAMP00279,2025-04-30,2025-05-15,Search,230863,5442,2036,1209,1221.84,3348.34,1.74,15,0.22452039691289966,0.6001178781925344,22.216097023153253
CAMP00280,2025-06-10,2025-06-19,Social,6067,594,121,69,2936.12,3834.64,0.31,9,4.942962962962962,24.265454545454546,11.616161616161616
CAMP00281,2025-04-26,2025-05-06,Email,83937,5254,2390,940,4846.63,13496.28,1.78,10,0.9224647887323943,2.027878661087866,17.891130567186906
CAMP00282,2025-03-16,2025-03-31,Influencer,108556,2964,399,168,1360.01,1985.59,0.46,15,0.4588427800269905,3.4085463659147868,5.668016194331984
CAMP00283,2025-04-23,2025-05-04,Social,191087,13633,3372,1263,4102.23,4201.8,0.02,11,0.3009044230910291,1.2165569395017792,9.264285190346952
CAMP00284,2025-04-14,2025-04-28,Email,96396,1762,573,114,1900.04,4700.09,1.47,14,1.0783427922814983,3.3159511343804535,6.469920544835414
CAMP00285,2025-12-06,2025-12-11,Display,188406,16602,5017,1464,1827.18,3721.0,1.04,5,0.11005782435851102,0.3641977277257325,8.818214672930972
CAMP00286,2025-09-11,2025-09-23,Search,221739,4016,1453,349,4980.68,9945.33,1.0,12,1.2402091633466137,3.4278596008258777,8.690239043824702
CAMP00287,2025-08-15,2025-08-23,Influencer,141268,4415,967,318,4104.36,4126.55,0.01,8,0.9296398640996602,4.244426059979317,7.202718006795017
CAMP00288,2025-04-22,2025-05-05,Social,195672,3566,1437,423,1317.79,3896.81,1.96,13,0.3695429052159282,0.9170424495476688,11.862030286034773
CAMP00289,2025-04-09,2025-04-14,Display,223124,4315,1131,570,1009.7,2691.0,1.67,5,0.23399768250289688,0.8927497789566755,13.20973348783314
CAMP00290,2025-06-02,2025-06-17,Search,215489,12314,1848,742,512.0,1502.66,1.93,15,0.041578690920903036,0.27705627705627706,6.025661848302745
CAMP00291,2025-12-15,2025-12-21,Search,297737,21386,8472,4463,2465.24,3666.67,0.49,6,0.11527354343963339,0.2909867799811142,20.868792668100628
CAMP00292,2025-12-04,2025-12-14,Display,112041,9071,4215,1914,1739.09,3838.78,1.21,10,0.19171976628817108,0.4125954922894424,21.100209458714588
CAMP00293,2025-07-13,2025-07-28,Social,206867,15009,3688,1705,1966.03,4902.27,1.49,15,0.1309900726230928,0.5330883947939262,11.35985075621294
CAMP00294,2025-11-06,2025-11-20,Search,226458,9672,3248,1788,2213.91,5770.94,1.61,14,0.2288988833746898,0.6816225369458128,18.486352357320097
CAMP00295,2025-06-12,2025-06-27,Influencer,298737,17970,6741,3632,4956.11,12704.79,1.56,15,0.27579910962715637,0.7352188102655391,20.211463550361714
CAMP00296,2025-07-27,2025-08-01,Email,98220,9182,3972,894,114.08,244.66,1.14,5,0.01242430842953605,0.028721047331319235,9.736440862557178
CAMP00297,2025-06-18,2025-06-26,Influencer,40690,1826,327,141,2187.72,2325.98,0.06,8,1.1980941949616648,6.690275229357797,7.721796276013143
CAMP00298,2025-06-10,2025-06-22,Search,100360,3283,1076,392,418.37,1250.07,1.99,12,0.1274352726165093,0.3888197026022305,11.940298507462686
CAMP00299,2025-03-09,2025-03-23,Email,73923,4194,1661,730,3397.78,4178.41,0.23,14,0.8101525989508822,2.045623118603251,17.405817835002384
CAMP00300,2025-10-16,2025-10-25,Display,26826,986,177,96,347.1,472.63,0.36,9,0.35202839756592297,1.9610169491525424,9.73630831643002
CAMP00301,2025-10-04,2025-10-17,Email,150625,5055,1460,299,3857.47,10217.93,1.65,13,0.7630999010880316,2.642102739726027,5.9149357072205735
CAMP00302,2025-10-31,2025-11-15,Email,244438,19577,5594,1143,4352.15,5227.59,0.2,15,0.22230934259590335,0.7780032177332856,5.8384839352301166
CAMP00303,2025-05-15,2025-05-30,Email,256127,23096,10063,2264,4856.93,6929.41,0.43,15,0.2102931243505369,0.4826522905694127,9.802563214409421
CAMP00304,2025-07-14,2025-07-24,Search,274103,15132,6218,3419,692.27,720.38,0.04,10,0.045748744382765,0.11133322611772274,22.59450171821306
CAMP00305,2025-05-08,2025-05-13,Social,145631,11676,2250,768,4896.57,6430.87,0.31,5,0.4193705035971223,2.1762533333333334,6.5775950668037
CAMP00306,2025-02-02,2025-02-12,Search,37252,999,192,66,2120.45,4915.03,1.32,10,2.1225725725725724,11.044010416666666,6.606606606606606
CAMP00307,2025-06-25,2025-07-05,Social,293248,17386,6769,2289,3199.64,5506.81,0.72,10,0.18403543080639595,0.47269020534790956,13.165765558495341
CAMP00308,2025-01-22,2025-02-01,Display,70669,4753,1881,549,100.23,127.32,0.27,10,0.021087734062697244,0.05328548644338118,11.550599621291816
CAMP00309,2025-08-26,2025-09-07,Display,142679,7727,1325,285,1914.27,2924.99,0.53,12,0.24773780251067684,1.4447320754716981,3.6883654717225314
CAMP00310,2025-06-07,2025-06-17,Display,81639,1675,442,248,1829.19,4586.43,1.51,10,1.0920537313432837,4.13843891402715,14.80597014925373
CAMP00311,2025-02-07,2025-02-16,Display,131142,9975,4292,1258,2568.65,5429.34,1.11,9,0.2575087719298246,0.5984739049394222,12.611528822055137
CAMP00312,2025-08-18,2025-09-02,Display,104364,8924,1175,655,749.7,1463.48,0.95,15,0.08400941281936351,0.6380425531914894,7.33975795607351
CAMP00313,2025-12-31,2026-01-06,Influencer,195923,13160,3284,1912,3481.91,3806.83,0.09,6,0.2645828267477204,1.0602649208282582,14.52887537993921
CAMP00314,2025-02-20,2025-02-28,Search,84584,2133,763,328,3018.94,6108.68,1.02,8,1.415349273323957,3.956671035386632,15.37740271917487
CAMP00315,2025-09-21,2025-10-05,Social,154642,2584,1055,368,1141.19,2240.22,0.96,14,0.4416369969040248,1.081696682464455,14.241486068111456
CAMP00316,2025-10-10,2025-10-19,Display,172010,6389,2306,1167,4919.82,9277.49,0.89,9,0.7700453905149475,2.133486556808326,18.26576929096885
CAMP00317,2025-01-27,2025-02-10,Influencer,102216,1362,352,73,127.41,251.63,0.97,14,0.09354625550660793,0.36196022727272725,5.359765051395008
CAMP00318,2025-08-14,2025-08-22,Influencer,262287,22433,11144,6369,1746.0,2005.44,0.15,8,0.07783176570231355,0.1566762383345298,28.391209379039807
CAMP00319,2025-10-04,2025-10-10,Influencer,265474,19452,2268,823,1382.45,3962.13,1.87,6,0.07106981287271232,0.6095458553791887,4.23092741106313
CAMP00320,2025-10-13,2025-10-24,Search,217911,13234,3942,1275,2844.19,4585.59,0.61,11,0.21491536950279583,0.7215093860984272,9.63427535136769
